otel,dd,description
storage_l6_level_size,cockroachdb.storage.l6_level_size,Size of the SSTables in level 6
storage_marked_for_compaction_files,cockroachdb.storage.marked_for_compaction_files,Count of SSTables marked for compaction
storage_queue_store_failures,cockroachdb.storage.queue.store_failures.count,Number of replicas which failed processing in replica queues due to retryable store errors
storage_secondary_cache_count,cockroachdb.storage.secondary_cache,The count of cache blocks in the secondary cache (not sstable blocks)
storage_secondary_cache_evictions,cockroachdb.storage.secondary_cache.evictions,The number of times a cache block was evicted from the secondary cache
storage_secondary_cache_reads_full_hit,cockroachdb.storage.secondary_cache.reads_full_hit,The number of reads where all data returned was read from the secondary cache
storage_secondary_cache_reads_multi_block,cockroachdb.storage.secondary_cache.reads_multi_block,The number of secondary cache reads that require reading data from 2+ cache blocks
storage_secondary_cache_reads_multi_shard,cockroachdb.storage.secondary_cache.reads_multi_shard,The number of secondary cache reads that require reading data from 2+ shards
storage_secondary_cache_reads_no_hit,cockroachdb.storage.secondary_cache.reads_no_hit,The number of reads where no data returned was read from the secondary cache
storage_secondary_cache_reads_partial_hit,cockroachdb.storage.secondary_cache.reads_partial_hit,The number of reads where some data returned was read from the secondary cache
storage_secondary_cache_reads_total,cockroachdb.storage.secondary_cache.reads_total,The number of reads from the secondary cache
storage_secondary_cache_size,cockroachdb.storage.secondary_cache.size,The number of sstable bytes stored in the secondary cache
storage_secondary_cache_write_back_failures,cockroachdb.storage.secondary_cache.write_back_failures,The number of times writing a cache block to the secondary cache failed
storage_shared_storage_read,cockroachdb.storage.shared_storage.read,Bytes read from shared storage
storage_shared_storage_write,cockroachdb.storage.shared_storage.write,Bytes written to external storage
storage_single_delete_ineffectual,cockroachdb.storage.single_delete.ineffectual,Number of SingleDeletes that were ineffectual
storage_single_delete_invariant_violation,cockroachdb.storage.single_delete.invariant_violation,Number of SingleDelete invariant violations
storage_wal_bytes_in,cockroachdb.storage.wal.bytes_in,The number of logical bytes the storage engine has written to the WAL
storage_wal_bytes_written,cockroachdb.storage.wal.bytes_written,The number of bytes the storage engine has written to the WAL
storage_wal_fsync_latency,cockroachdb.storage.wal.fsync.latency.count,The write ahead log fsync latency
storage_write_stall_nanos,cockroachdb.storage.write_stall_nanos,Total write stall duration in nanos
storage_write_stalls,cockroachdb.storage.write_stalls,Number of instances of intentional write stalls to backpressure incoming writes
storage_write_stalls,cockroachdb.storage.write.stalls,Number of instances of intentional write stalls to backpressure incoming writes
sys_cgo_allocbytes,cockroachdb.sys.cgo.allocbytes,Current bytes of memory allocated by cgo
sys_cgo_totalbytes,cockroachdb.sys.cgo.totalbytes,"Total bytes of memory allocated by cgo, but not released"
sys_cgocalls,cockroachdb.sys.cgocalls,Total number of cgo calls
sys_cpu_combined_percent_normalized,cockroachdb.sys.cpu.combined.percent.normalized,"Current user+system cpu percentage consumed by the CRDB process, normalized 0-1 by number of cores"
sys_cpu_host_combined_percent_normalized,cockroachdb.sys.cpu.host.combined.percent_normalized,"Current user+system cpu percentage across the whole machine, normalized 0-1 by number of cores"
sys_cpu_now_ns,cockroachdb.sys.cpu.now.ns,"The time when CPU measurements were taken, as nanoseconds since epoch"
sys_cpu_sys_ns,cockroachdb.sys.cpu.sys.ns,Total system cpu time consumed by the CRDB process
sys_cpu_sys_percent,cockroachdb.sys.cpu.sys.percent,Current system cpu percentage consumed by the CRDB process
sys_cpu_user_ns,cockroachdb.sys.cpu.user.ns,Total user cpu time consumed by the CRDB process
sys_cpu_user_percent,cockroachdb.sys.cpu.user.percent,Current user cpu percentage consumed by the CRDB process
sys_fd_open,cockroachdb.sys.fd.open,Process open file descriptors
sys_fd_softlimit,cockroachdb.sys.fd.softlimit,Process open FD soft limit
sys_gc_count,cockroachdb.sys.gc,Total number of GC runs
sys_gc_pause_ns,cockroachdb.sys.gc.pause.ns,Total GC pause
sys_gc_pause_percent,cockroachdb.sys.gc.pause.percent,Current GC pause percentage
sys_go_allocbytes,cockroachdb.sys.go.allocbytes,Current bytes of memory allocated by go
sys_go_totalbytes,cockroachdb.sys.go.totalbytes,"Total bytes of memory allocated by go, but not released"
sys_goroutines,cockroachdb.sys.goroutines,Current number of goroutines
sys_host_disk_io_time,cockroachdb.sys.host.disk.io.time,Time spent reading from or writing to all disks since this process started (as reported by the OS)
sys_host_disk_iopsinprogress,cockroachdb.sys.host.disk.iopsinprogress,IO operations currently in progress on this host (as reported by the OS)
sys_host_disk_read_bytes,cockroachdb.sys.host.disk.read.bytes,Bytes read from all disks since this process started (as reported by the OS)
sys_host_disk_read_count,cockroachdb.sys.host.disk.read,Disk read operations across all disks since this process started (as reported by the OS)
sys_host_disk_read_time,cockroachdb.sys.host.disk.read.time,Time spent reading from all disks since this process started (as reported by the OS)
sys_host_disk_weightedio_time,cockroachdb.sys.host.disk.weightedio.time,Weighted time spent reading from or writing to all disks since this process started (as reported by the OS)
sys_host_disk_write_bytes,cockroachdb.sys.host.disk.write.bytes,Bytes written to all disks since this process started (as reported by the OS)
sys_host_disk_write_count,cockroachdb.sys.host.disk.write,Disk write operations across all disks since this process started (as reported by the OS)
sys_host_disk_write_time,cockroachdb.sys.host.disk.write.time,Time spent writing to all disks since this process started (as reported by the OS)
sys_host_net_recv_bytes,cockroachdb.sys.host.net.recv.bytes,Bytes received on all network interfaces since this process started (as reported by the OS)
sys_host_net_recv_packets,cockroachdb.sys.host.net.recv.packets,Packets received on all network interfaces since this process started (as reported by the OS)
sys_host_net_send_bytes,cockroachdb.sys.host.net.send.bytes,Bytes sent on all network interfaces since this process started (as reported by the OS)
sys_host_net_send_packets,cockroachdb.sys.host.net.send.packets,Packets sent on all network interfaces since this process started (as reported by the OS)
sys_rss,cockroachdb.sys.rss,Current process RSS
sys_runnable_goroutines_per_cpu,cockroachdb.sys.runnable.goroutines.per.cpu,"Average number of goroutines that are waiting to run, normalized by number of cores"
sys_runnable_goroutines_per_cpu,cockroachdb.sys.runnable.goroutines.per_cpu,"Average number of goroutines that are waiting to run, normalized by number of cores"
sys_totalmem,cockroachdb.sys.totalmem,Total memory (both free and used)
sys_uptime,cockroachdb.sys.uptime,Process uptime
sysbytes,cockroachdb.sysbytes,Number of bytes in system KV pairs
syscount,cockroachdb.syscount,Count of system KV pairs
tenant_consumption_cross_region_network_ru,cockroachdb.tenant.consumption.cross_region_network_ru.count,Total number of RUs charged for cross-region network traffic
tenant_consumption_external_io_egress_bytes,cockroachdb.tenant.consumption.external_io_egress_bytes,Total number of bytes written to external services such as cloud storage providers
tenant_consumption_external_io_ingress_bytes,cockroachdb.tenant.consumption.external_io_ingress_bytes,Total number of bytes read from external services such as cloud storage providers
tenant_consumption_kv_request_units,cockroachdb.tenant.consumption.kv_request_units,RU consumption attributable to KV
tenant_consumption_kv_request_units,cockroachdb.tenant.consumption.kv_request_units.count,RU consumption attributable to KV
tenant_consumption_pgwire_egress_bytes,cockroachdb.tenant.consumption.pgwire_egress_bytes,Total number of bytes transferred from a SQL pod to the client
tenant_consumption_read_batches,cockroachdb.tenant.consumption.read_batches,Total number of KV read batches
tenant_consumption_read_bytes,cockroachdb.tenant.consumption.read_bytes,Total number of bytes read from KV
tenant_consumption_read_requests,cockroachdb.tenant.consumption.read_requests,Total number of KV read requests
tenant_consumption_request_units,cockroachdb.tenant.consumption.request_units.count,Total RU consumption
tenant_consumption_request_units,cockroachdb.tenant.consumption.request_units,Total RU consumption
tenant_consumption_sql_pods_cpu_seconds,cockroachdb.tenant.consumption.sql_pods_cpu_seconds,Total amount of CPU used by SQL pods
tenant_consumption_write_batches,cockroachdb.tenant.consumption.write_batches,Total number of KV write batches
tenant_consumption_write_bytes,cockroachdb.tenant.consumption.write_bytes,Total number of bytes written to KV
tenant_consumption_write_requests,cockroachdb.tenant.consumption.write_requests,Total number of KV write requests
timeseries_write_bytes,cockroachdb.timeseries.write.bytes.count,Total size in bytes of metric samples written to disk
timeseries_write_errors,cockroachdb.timeseries.write.errors.count,Total errors encountered while attempting to write metrics to disk
timeseries_write_samples,cockroachdb.timeseries.write.samples.count,Total number of metric samples written to disk
totalbytes,cockroachdb.totalbytes,Total number of bytes taken up by keys and values including non-live data
tscache_skl_pages,cockroachdb.tscache.skl.pages,Number of pages in the timestamp cache
tscache_skl_rotations,cockroachdb.tscache.skl.rotations.count,Number of page rotations in the timestamp cache
txn_aborts,cockroachdb.txn.aborts.count,Number of aborted KV transactions
txn_commit_waits,cockroachdb.txn.commit_waits.count,Number of KV transactions that had to commit-wait on commit in order to ensure linearizability. This generally happens to transactions writing to global ranges.
txn_commit_waits_before_commit_trigger,cockroachdb.txn.commit_waits.before_commit_trigger.count,Number of KV transactions that had to commit-wait on the server before committing because they had a commit trigger
txn_commits,cockroachdb.txn.commits.count,Number of committed KV transactions (including 1PC)
txn_commits1PC,cockroachdb.txn.commits1PC.count,Number of KV transaction one-phase commits
